Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2016S007299    ,4,Les Corts,20,la Maternitat i Sant Ramon,65200,Cardenal Reig,0049 0049,Diumenge,Dg,Laboral,2016,9,Setembre,25,20,Tarda,No és causa del  vianant,0,1,0,1,2,426355.59,4581416.02,2.118146,41.379052
2016S000693    ,4,Les Corts,20,la Maternitat i Sant Ramon,96407,Xile,0052 0052,Dijous,Dj,Laboral,2016,1,Gener,28,5,Nit,No és causa del  vianant,0,0,0,0,2,426102.18,4581600.67,2.115099,41.380686
2016S005675    ,4,Les Corts,19,les Corts,84907,Comas,0011 0012,Dimarts,Dm,Laboral,2016,7,Juliol,19,12,Matí,No és causa del  vianant,0,1,0,1,2,427379.01,4582107.4,2.130308,41.385369
2016S007885    ,4,Les Corts,19,les Corts,231502,Numància,0125 0125,Dilluns,Dl,Laboral,2016,10,Octubre,17,6,Matí,No és causa del  vianant,0,1,0,1,2,427769.17,4582278.93,2.134952,41.386944
2016S007967    ,4,Les Corts,19,les Corts,343903,Corts,0293 0293,Dijous,Dj,Laboral,2016,10,Octubre,20,9,Matí,No és causa del  vianant,0,1,0,1,2,427765.48,4582268.39,2.134905,41.386854
2016S004488    ,4,Les Corts,19,les Corts,118306,Europa,0002 0006,Dijous,Dj,Laboral,2016,6,Juny,9,8,Matí,No és causa del  vianant,0,1,0,1,1,427162.25,4582228.33,2.127699,41.386439
2016S006791    ,4,Les Corts,19,les Corts,118306,Europa,0002 0006,Dimecres,Dc,Laboral,2016,9,Setembre,7,10,Matí,No és causa del  vianant,0,1,0,1,2,427162.25,4582228.33,2.127699,41.386439
2016S002136    ,4,Les Corts,19,les Corts,278302,Reina Maria Cristina,9997 9997,Dijous,Dj,Laboral,2016,3,Març,17,19,Tarda,No és causa del  vianant,0,1,0,1,2,427178.74,4582432.92,2.127865,41.388278
2016S010046    ,4,Les Corts,19,les Corts,701626,Daniel Dalmases,0001 0001,Dimecres,Dc,Laboral,2016,12,Desembre,28,17,Tarda,Desobeir el senyal del semàfor,0,1,1,2,1,427155.01,4582067.98,2.127634,41.384988
2016S004316    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III,0001 0005,Divendres,Dv,Laboral,2016,6,Juny,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,427212.84,4581439.4,2.128391,41.379337
2016S005708    ,4,Les Corts,20,la Maternitat i Sant Ramon,87100,Comte de Güell,0042 0042,Dimecres,Dc,Laboral,2016,7,Juliol,20,16,Tarda,No és causa del  vianant,0,1,0,1,2,426744.58,4581209.55,2.122823,41.377223
2016S004484    ,4,Les Corts,19,les Corts,118306,Europa,0027 0027,Dijous,Dj,Laboral,2016,6,Juny,9,8,Matí,No és causa del  vianant,0,1,0,1,2,427440.43,4582346.79,2.131009,41.387527
2016S009498    ,4,Les Corts,19,les Corts,343903,Corts,0179 0179,Dissabte,Ds,Laboral,2016,12,Desembre,10,21,Tarda,No és causa del  vianant,0,1,0,1,2,427225.02,4581826.64,2.1285,41.382824
2016S005901    ,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts,0065 0071,Dimecres,Dc,Laboral,2016,7,Juliol,27,14,Tarda,No és causa del  vianant,0,1,0,1,2,426674.47,4581347.94,2.121969,41.37846
2016S007715    ,4,Les Corts,21,Pedralbes,68208,Carreras,0008 0008,Dilluns,Dl,Laboral,2016,10,Octubre,10,15,Tarda,No és causa del  vianant,0,3,0,3,2,425530.31,4582412.08,2.108159,41.387947
2016S008898    ,4,Les Corts,20,la Maternitat i Sant Ramon,65200,Cardenal Reig,0006 0006,Divendres,Dv,Laboral,2016,11,Novembre,18,21,Tarda,No és causa del  vianant,0,1,0,1,2,426019.47,4581139.86,2.114162,41.376526
2016S007825    ,4,Les Corts,21,Pedralbes,144601,Diagonal,0670 0670,Divendres,Dv,Laboral,2016,10,Octubre,14,18,Tarda,No és causa del  vianant,0,3,0,3,2,427029.41,4582450.96,2.126081,41.388426
2016S005247    ,4,Les Corts,21,Pedralbes,144601,Diagonal,0672B0672B,Dimarts,Dm,Laboral,2016,7,Juliol,5,9,Matí,No és causa del  vianant,0,1,0,1,2,426972.29,4582448.34,2.1254,41.388403
2016S000431    ,4,Les Corts,21,Pedralbes,144601,Diagonal,0672B0672B,Dilluns,Dl,Laboral,2016,1,Gener,18,20,Tarda,No és causa del  vianant,0,1,0,1,2,426972.29,4582448.34,2.1254,41.388403
2016S003163    ,4,Les Corts,21,Pedralbes,144601,Diagonal,0688 0692,Dimarts,Dm,Laboral,2016,4,Abril,26,11,Matí,No és causa del  vianant,0,1,0,1,4,426095.23,4582152.72,2.114948,41.385657
2016S009316    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III,0069 0069,Divendres,Dv,Laboral,2016,12,Desembre,2,20,Tarda,No és causa del  vianant,0,1,0,1,2,427112.9,4582001.08,2.127128,41.38439
2016S005532    ,4,Les Corts,20,la Maternitat i Sant Ramon,260781,Poblet,0022 0022,Dijous,Dj,Laboral,2016,7,Juliol,14,10,Matí,No és causa del  vianant,0,1,0,1,2,426102.9,4581207.29,2.115147,41.377147
2016S000445    ,4,Les Corts,21,Pedralbes,278302,Reina Maria Cristina,0001 0001,Dimarts,Dm,Laboral,2016,1,Gener,19,13,Matí,Desobeir el senyal del semàfor,0,2,0,2,1,427079.29,4582470.3,2.126677,41.388611
2016S000656    ,4,Les Corts,20,la Maternitat i Sant Ramon,7258,Martí i Franquès,0001 0001,Dimarts,Dm,Laboral,2016,1,Gener,26,11,Matí,No és causa del  vianant,0,1,0,1,2,426356.9,4582089.02,2.118077,41.385114
2016S004706    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III,0081 0085,Dijous,Dj,Laboral,2016,6,Juny,16,17,Tarda,No és causa del  vianant,0,2,0,2,1,427091.91,4582163.48,2.126857,41.385847
2016S007450    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III,0107B0107B,Divendres,Dv,Laboral,2016,9,Setembre,30,20,Tarda,No és causa del  vianant,0,3,0,3,2,427098.91,4582376.24,2.126915,41.387766
2016S005315    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0621 0621,Dijous,Dj,Laboral,2016,7,Juliol,7,9,Matí,No és causa del  vianant,0,2,0,2,3,427067.68,4582365.27,2.126546,41.387664
2016S007698    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0643 0643,Dilluns,Dl,Laboral,2016,10,Octubre,10,10,Matí,No és causa del  vianant,0,3,0,3,3,426498.61,4582192.05,2.119762,41.386054
2016S009748    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0645 0645,Diumenge,Dg,Laboral,2016,12,Desembre,18,23,Nit,No és causa del  vianant,0,1,0,1,2,426268.48,4582116.12,2.117021,41.385349
2016S000837    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0645 0645,Dilluns,Dl,Laboral,2016,2,Febrer,1,13,Matí,No és causa del  vianant,0,1,0,1,2,426268.48,4582116.12,2.117021,41.385349
2016S003160    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0645 0645,Dimarts,Dm,Laboral,2016,4,Abril,26,10,Matí,No és causa del  vianant,0,1,0,1,2,426268.48,4582116.12,2.117021,41.385349
2016S008136    ,4,Les Corts,21,Pedralbes,244300,Pius XII,0002X0002X,Dimarts,Dm,Laboral,2016,10,Octubre,25,13,Matí,No és causa del  vianant,0,2,0,2,2,426779.13,4582389.21,2.123099,41.387854
2016S004844    ,4,Les Corts,21,Pedralbes,244300,Pius XII,0002X0002X,Dilluns,Dl,Laboral,2016,6,Juny,20,12,Matí,No és causa del  vianant,0,1,0,1,2,426779.13,4582389.21,2.123099,41.387854
2016S009568    ,4,Les Corts,21,Pedralbes,244300,Pius XII,9998 9998,Dimarts,Dm,Laboral,2016,12,Desembre,13,13,Matí,No és causa del  vianant,0,1,0,1,2,426739.43,4582321.92,2.122629,41.387238
2016S006179    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0649 0651,Dilluns,Dl,Laboral,2016,8,Agost,8,14,Tarda,No és causa del  vianant,0,1,0,1,2,425960.22,4582013.24,2.11335,41.384393
2016S001814    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0649 0651,Dilluns,Dl,Laboral,2016,3,Març,7,13,Matí,No és causa del  vianant,0,1,0,1,2,425960.22,4582013.24,2.11335,41.384393
2016S004517    ,4,Les Corts,20,la Maternitat i Sant Ramon,102306,Doctor Marañón,0027 0031,Divendres,Dv,Laboral,2016,6,Juny,10,1,Nit,No és causa del  vianant,0,2,0,2,2,425858.07,4581924.12,2.112141,41.383582
2016S000684    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0653 0659,Dimecres,Dc,Laboral,2016,1,Gener,27,18,Tarda,No és causa del  vianant,0,1,0,1,3,425772.51,4581960.58,2.111108,41.383898
2016S003961    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0687 0687,Dilluns,Dl,Laboral,2016,5,Maig,23,20,Tarda,No és causa del  vianant,0,1,0,1,2,425387.61,4581830.33,2.10652,41.382692
2016S009796    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal,0687 0687,Dimarts,Dm,Laboral,2016,12,Desembre,20,8,Matí,No és causa del  vianant,0,1,1,2,2,425387.61,4581830.33,2.10652,41.382692
2016S008372    ,4,Les Corts,20,la Maternitat i Sant Ramon,238035,Pisuerga,0001 0007,Divendres,Dv,Laboral,2016,10,Octubre,28,8,Matí,No és causa del  vianant,0,1,0,1,2,425934.25,4581165.02,2.113143,41.376753
2016S001719    ,4,Les Corts,20,la Maternitat i Sant Ramon,244209,Joan XXIII,0017X0025X,Dijous,Dj,Laboral,2016,3,Març,3,16,Tarda,No és causa del  vianant,0,1,0,1,1,426698.7,4581958.96,2.122182,41.383965
2016S003842    ,4,Les Corts,20,la Maternitat i Sant Ramon,244300,Pius XII,0003 0003,Dijous,Dj,Laboral,2016,5,Maig,19,14,Tarda,No és causa del  vianant,0,2,0,2,2,426803.31,4582287.81,2.123398,41.386938
2016S009071    ,4,Les Corts,20,la Maternitat i Sant Ramon,244300,Pius XII,9999 9999,Divendres,Dv,Laboral,2016,11,Novembre,25,15,Tarda,No és causa del  vianant,0,2,0,2,2,426765.87,4582271.26,2.122946,41.38679
2016S007846    ,4,Les Corts,20,la Maternitat i Sant Ramon,700906,Manuel Azaña,0002 0002,Dissabte,Ds,Laboral,2016,10,Octubre,15,15,Tarda,No és causa del  vianant,0,1,0,1,2,425757.3,4581247.67,2.111016,41.377475
2016S000390    ,4,Les Corts,20,la Maternitat i Sant Ramon,700945,Josep Sunyol i Garriga,0010 0010,Diumenge,Dg,Laboral,2016,1,Gener,17,7,Matí,No és causa del  vianant,0,0,0,0,2,425734.9,4581171.34,2.110751,41.376788
2016S009603    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs),550000,Dimecres,Dc,Laboral,2016,12,Desembre,14,17,Tarda,No és causa del  vianant,0,4,0,4,4,425462.15,4582543.11,2.107329,41.38912
2016S004428    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0248 0250,Dimarts,Dm,Laboral,2016,6,Juny,7,13,Matí,No és causa del  vianant,0,1,0,1,2,427830.23,4583498.96,2.135536,41.397938
2016S002764    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,90105,Copèrnic,0005 0007,Dimarts,Dm,Laboral,2016,4,Abril,12,17,Tarda,No és causa del  vianant,0,1,0,1,2,427859.07,4583727.18,2.135855,41.400003
2016S004516    ,4,Les Corts,21,Pedralbes,359200,Pedralbes,0034 0034,Dijous,Dj,Laboral,2016,6,Juny,9,23,Nit,No és causa del  vianant,0,1,0,1,2,426413.51,4582682.2,2.118686,41.39046
2016S008314    ,4,Les Corts,21,Pedralbes,115400,Esplugues,0049 0049,Dilluns,Dl,Laboral,2016,10,Octubre,31,17,Tarda,No és causa del  vianant,0,1,0,1,2,425359.81,4582359.21,2.10612,41.387453
2016S003000    ,4,Les Corts,21,Pedralbes,248108,Pearson,0002 0002,Dimecres,Dc,Laboral,2016,4,Abril,20,15,Tarda,No és causa del  vianant,0,2,0,2,2,425832.92,4583080.73,2.111689,41.393991
2016S000316    ,4,Les Corts,21,Pedralbes,248108,Pearson,0011 0011,Dijous,Dj,Laboral,2016,1,Gener,14,14,Tarda,No és causa del  vianant,0,2,0,2,3,425661.26,4583033.41,2.109649,41.393552
2016S009769    ,4,Les Corts,21,Pedralbes,144601,Diagonal,0712 0716,Dilluns,Dl,Laboral,2016,12,Desembre,19,12,Matí,No és causa del  vianant,0,1,0,1,1,425404.36,4581892.29,2.106716,41.383252
2016S006003    ,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs),520000,Diumenge,Dg,Laboral,2016,7,Juliol,31,11,Matí,No és causa del  vianant,0,1,0,1,2,425327.79,4582270.67,2.105749,41.386649
2016S001790    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,113007,Escoles Pies,0014 0014,Diumenge,Dg,Laboral,2016,3,Març,6,2,Nit,No és causa del  vianant,0,1,0,1,2,427822.54,4583280.23,2.135466,41.395974
2016S000230    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,0057 0057,Dilluns,Dl,Laboral,2016,1,Gener,11,21,Tarda,No és causa del  vianant,0,2,0,2,2,427863.43,4583376.84,2.135945,41.396842
2016S000499    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55807,Francesc Macià,0006 0006,Dijous,Dj,Laboral,2016,1,Gener,21,7,Matí,Desobeir el senyal del semàfor,0,2,0,2,1,428491.06,4582935.23,2.143509,41.392926
2016S004420    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55807,Francesc Macià,0006 0006,Dimarts,Dm,Laboral,2016,6,Juny,7,12,Matí,No és causa del  vianant,0,1,0,1,2,428491.06,4582935.23,2.143509,41.392926
2016S002842    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143507,Pau Casals,0002 0002,Dijous,Dj,Laboral,2016,4,Abril,14,22,Nit,No és causa del  vianant,0,1,0,1,2,428535.96,4582971.84,2.144031,41.393254
2016S009645    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143507,Pau Casals,0006 0006,Dijous,Dj,Laboral,2016,12,Desembre,15,21,Tarda,No és causa del  vianant,0,1,0,1,6,428511.3,4582989.11,2.143742,41.393414
2016S008067    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143507,Pau Casals,0018 0020,Diumenge,Dg,Laboral,2016,10,Octubre,23,7,Matí,No és causa del  vianant,0,1,0,1,11,428414.76,4583054.82,2.142574,41.393991
2016S005167    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre,0072 0072,Divendres,Dv,Laboral,2016,7,Juliol,1,19,Tarda,No és causa del  vianant,0,2,0,2,2,427654.69,4583521.63,2.133428,41.398129
2016S008158    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,353500,Vallmajor,0013 0013,Dimecres,Dc,Laboral,2016,10,Octubre,26,8,Matí,No és causa del  vianant,0,1,0,1,2,428091.94,4583519.51,2.138655,41.39815
2016S009172    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,353500,Vallmajor,0013 0013,Dimarts,Dm,Laboral,2016,11,Novembre,29,15,Tarda,No és causa del  vianant,0,1,0,1,2,428091.94,4583519.51,2.138655,41.39815
2016S008553    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,0011 0011,Dimecres,Dc,Laboral,2016,11,Novembre,9,8,Matí,Creuar per fora pas de vianants,0,1,0,1,1,428695.64,4583047.24,2.145936,41.393953
2016S000620    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,0063 0063,Dilluns,Dl,Laboral,2016,1,Gener,25,14,Tarda,No és causa del  vianant,0,1,0,1,2,427816.89,4583459,2.135373,41.397585
2016S007432    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,175900,Laforja,0146 0146,Divendres,Dv,Laboral,2016,9,Setembre,30,11,Matí,No és causa del  vianant,0,1,0,1,1,428459.54,4583189.34,2.143096,41.395211
2016S009850    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,0001 0001,Dimecres,Dc,Laboral,2016,12,Desembre,21,9,Matí,No és causa del  vianant,0,1,0,1,2,428114.01,4582814.31,2.139014,41.391803
2016S001449    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,248403,Prats de Molló,0001 0005,Dimecres,Dc,Laboral,2016,2,Febrer,24,14,Tarda,No és causa del  vianant,0,1,0,1,2,427953.6,4583880.93,2.136962,41.401389
2016S001375    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,248403,Prats de Molló,0008 0008,Dilluns,Dl,Laboral,2016,2,Febrer,22,9,Matí,No és causa del  vianant,0,1,0,1,2,427969.63,4583869.51,2.137154,41.401292
2016S007813    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,46103,Bori i Fontestà,0013 0013,Divendres,Dv,Laboral,2016,10,Octubre,14,12,Matí,No és causa del  vianant,0,1,0,1,2,428264.38,4582995.17,2.140787,41.393446
2016S009240    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0176 0180,Dijous,Dj,Laboral,2016,12,Desembre,1,8,Matí,No és causa del  vianant,0,1,0,1,2,428402.48,4583570.84,2.142369,41.398637
2016S008782    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,302702,Sant Gregori Taumaturg,0002 0002,Dimarts,Dm,Laboral,2016,11,Novembre,15,19,Tarda,No és causa del  vianant,0,1,0,1,2,428048.39,4583155.87,2.138184,41.394868
2016S002232    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55603,Calvet,0003 0003,Dilluns,Dl,Laboral,2016,3,Març,21,2,Nit,No és causa del  vianant,0,0,0,0,1,428614.13,4582988,2.144974,41.393414
2016S002102    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0506 0506,Dimecres,Dc,Laboral,2016,3,Març,16,19,Tarda,No és causa del  vianant,0,1,0,1,2,429366.93,4583198.41,2.153944,41.395372
2016S008587    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner,0314 0314,Dimecres,Dc,Laboral,2016,11,Novembre,9,21,Tarda,No és causa del  vianant,0,1,0,1,2,428695.45,4583383.7,2.145896,41.396979
2016S003122    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,23403,Aribau,0249 0251,Dilluns,Dl,Laboral,2016,4,Abril,25,6,Matí,No és causa del  vianant,1,1,0,2,3,428740.93,4583548.44,2.146415,41.398469
2016S007969    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,47208,Bosch,0002 0002,Dijous,Dj,Laboral,2016,10,Octubre,20,9,Matí,No és causa del  vianant,0,1,0,1,2,429389.61,4583400.18,2.154195,41.397194
2016S006258    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0069 0069,Dijous,Dj,Laboral,2016,8,Agost,11,18,Tarda,No és causa del  vianant,0,2,0,2,3,429114.37,4583765.82,2.150863,41.400457
2016S004512    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal,0490 0500,Dijous,Dj,Laboral,2016,6,Juny,9,20,Tarda,No és causa del  vianant,0,1,0,1,3,429433.98,4583219.95,2.154742,41.395567
2016S009716    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0236 0236,Dissabte,Ds,Laboral,2016,12,Desembre,17,9,Matí,No és causa del  vianant,0,1,0,1,3,429094.36,4583627.25,2.15064,41.399212
2016S008873    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0239 0241,Divendres,Dv,Laboral,2016,11,Novembre,18,9,Matí,No és causa del  vianant,0,1,0,1,2,429033.39,4583657.49,2.149907,41.399477
2016S003920    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner,0237 0237,Dissabte,Ds,Laboral,2016,5,Maig,21,21,Tarda,No és causa del  vianant,0,1,0,1,2,428903.76,4583137.64,2.148413,41.394782
2016S008726    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,0101 0103,Dilluns,Dl,Laboral,2016,11,Novembre,14,9,Matí,No és causa del  vianant,0,1,0,1,2,429279.75,4583530.41,2.152864,41.398355
2016S005272    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0299B0299B,Dimarts,Dm,Laboral,2016,7,Juliol,5,20,Tarda,No és causa del  vianant,0,1,0,1,2,428706.47,4583937.17,2.145962,41.40197
2016S002199    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0313 0313,Dissabte,Ds,Laboral,2016,3,Març,19,13,Matí,No és causa del  vianant,0,2,0,2,1,428610.01,4584008.39,2.144806,41.402601
2016S000408    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,187105,Madrazo,0041 0041,Dilluns,Dl,Laboral,2016,1,Gener,18,8,Matí,No és causa del  vianant,0,1,0,1,2,428951.76,4583723.12,2.148918,41.400064
2016S008539    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0203 0203,Dimarts,Dm,Laboral,2016,11,Novembre,8,18,Tarda,No és causa del  vianant,0,2,0,2,2,429167.64,4583465.85,2.151532,41.397759
2016S008762    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner,0224 0224,Dimarts,Dm,Laboral,2016,11,Novembre,15,9,Matí,No és causa del  vianant,0,1,0,1,2,428993.23,4583086.08,2.149495,41.394331
2016S005202    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,98800,Dénia,0019 0019,Diumenge,Dg,Laboral,2016,7,Juliol,3,17,Tarda,No és causa del  vianant,0,1,0,1,2,428926.74,4583550.61,2.148639,41.398504
2016S001433    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,0071 0071,Dimarts,Dm,Laboral,2016,2,Febrer,23,19,Tarda,No és causa del  vianant,0,1,0,1,2,429087.75,4583367.57,2.150587,41.39687
2016S006795    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,155608,Hercegovina,0015 0017,Dimecres,Dc,Laboral,2016,9,Setembre,7,10,Matí,Creuar per fora pas de vianants,0,1,0,1,1,428132.09,4583991.67,2.13909,41.402405
2016S002787    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner,0468 0468,Dimecres,Dc,Laboral,2016,4,Abril,13,11,Matí,No és causa del  vianant,0,1,0,1,2,428111.86,4583975.2,2.13884,41.402259
2016S005680    ,5,Sarrià-Sant Gervasi,23,Sarrià,46704,Borràs,0008 0008,Dimarts,Dm,Laboral,2016,7,Juliol,19,16,Tarda,No és causa del  vianant,0,1,0,1,2,426301.82,4584228.03,2.117158,41.404374
2016S008208    ,5,Sarrià-Sant Gervasi,23,Sarrià,46704,Borràs,0008 0008,Dijous,Dj,Laboral,2016,10,Octubre,27,17,Tarda,No és causa del  vianant,0,1,0,1,2,426301.82,4584228.03,2.117158,41.404374
2016S000330    ,5,Sarrià-Sant Gervasi,23,Sarrià,144408,General Vives,0026 0026,Divendres,Dv,Laboral,2016,1,Gener,15,7,Matí,No és causa del  vianant,0,1,0,1,2,426414.09,4584213.15,2.118512,41.404249
2016S003524    ,5,Sarrià-Sant Gervasi,23,Sarrià,700969,Gaspar Cassadó,0002 0002,Diumenge,Dg,Laboral,2016,5,Maig,8,15,Tarda,No és causa del  vianant,0,4,0,4,4,425860.83,4583372.8,2.111988,41.396623
2016S000985    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),0009S0000,Diumenge,Dg,Laboral,2016,2,Febrer,7,8,Matí,No és causa del  vianant,0,1,0,1,1,426191.44,4584068.24,2.115862,41.402923
2016S008848    ,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,0015 0015,Dijous,Dj,Laboral,2016,11,Novembre,17,15,Tarda,No és causa del  vianant,0,2,0,2,2,426380.71,4583535.55,2.118188,41.398139
2016S003137    ,5,Sarrià-Sant Gervasi,23,Sarrià,278007,Reina Elisenda de Montcada,0028 0028,Dilluns,Dl,Laboral,2016,4,Abril,25,13,Matí,No és causa del  vianant,0,1,0,1,2,426201.01,4583472.53,2.116054,41.397556
2016S001150    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0143 0143,Dissabte,Ds,Laboral,2016,2,Febrer,13,16,Tarda,No és causa del  vianant,0,0,0,0,1,425708.37,4584459.71,2.110036,41.4064
2016S000416    ,5,Sarrià-Sant Gervasi,23,Sarrià,37350,J. V. Foix,0055U0055U,Dilluns,Dl,Laboral,2016,1,Gener,18,13,Matí,No és causa del  vianant,0,1,0,1,2,426544.93,4583396.7,2.120166,41.396902
2016S007776    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0164 0164,Dijous,Dj,Laboral,2016,10,Octubre,13,9,Matí,No és causa del  vianant,0,1,0,1,2,425476.31,4584539.59,2.107251,41.407099
2016S006624    ,5,Sarrià-Sant Gervasi,23,Sarrià,44709,Bonanova,0088 0088,Dimecres,Dc,Laboral,2016,8,Agost,31,11,Matí,No és causa del  vianant,0,1,0,1,2,426893.77,4583918.61,2.124277,41.401636
2016S008896    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera,0226B0226B,Divendres,Dv,Laboral,2016,11,Novembre,18,18,Tarda,No és causa del  vianant,0,1,0,1,2,425336.38,4584821.62,2.105541,41.409625
2016S002840    ,5,Sarrià-Sant Gervasi,23,Sarrià,44709,Bonanova,0100 0100,Dijous,Dj,Laboral,2016,4,Abril,14,19,Tarda,No és causa del  vianant,0,1,0,1,2,426768.77,4583823.56,2.122794,41.400769
2016S003212    ,5,Sarrià-Sant Gervasi,23,Sarrià,37350,J. V. Foix,0122 0122,Dijous,Dj,Laboral,2016,4,Abril,28,1,Nit,No és causa del  vianant,0,1,0,1,2,426082.62,4583845.01,2.114585,41.400904
2016S001064    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),750000,Dimecres,Dc,Laboral,2016,2,Febrer,10,14,Tarda,No és causa del  vianant,0,1,0,1,2,426398.25,4584288.72,2.118311,41.404923
2016S006827    ,5,Sarrià-Sant Gervasi,23,Sarrià,701267,Dalt (Besòs),780000,Dijous,Dj,Laboral,2016,9,Setembre,8,13,Matí,No és causa del  vianant,0,0,0,0,2,426636.94,4584467.89,2.121137,41.406557
2016S000629    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,97308,Dalmases,0075 0075,Dilluns,Dl,Laboral,2016,1,Gener,25,18,Tarda,No és causa del  vianant,0,1,0,1,2,427407.92,4584163.8,2.130396,41.403889
