Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2016S001896    ,-1,Desconegut,-1,Desconegut,-1,CTRA HTA CERDANY                                  ,1,Dimecres,Dc,Laboral,2016,3,Març,9,15,Tarda,No és causa del  vianant,0,0,0,0,1,429369.52 ,4587865.5 ,2.15344,41.437411
2016S004886    ,-1,Desconegut,-1,Desconegut,-1,FOC / Jocs del 92                                 ,,Dimarts,Dm,Laboral,2016,6,Juny,21,18,Tarda,No és causa del  vianant,0,2,0,2,2,428989.33 ,4579247.93,2.149901,41.359762
2016S000252    ,-1,Desconegut,-1,Desconegut,-1,CTRA C-58 (RIPOLLE                                ,0,Dimarts,Dm,Laboral,2016,1,Gener,12,16,Tarda,No és causa del  vianant,0,2,0,2,4,431940.3  ,4590347.92,2.183929,41.459991
2016S000860    ,-1,Desconegut,-1,Desconegut,-1,NÚMERO 4 / F                                      ,,Dimecres,Dc,Laboral,2016,2,Febrer,3,9,Matí,No és causa del  vianant,0,1,0,1,2,426830.03 ,4576250.78,2.12445,41.332574
2016S001165    ,-1,Desconegut,-1,Desconegut,-1,RDA LITORAL(LLOBRE                                ,K129      ,Diumenge,Dg,Laboral,2016,2,Febrer,14,13,Matí,No és causa del  vianant,0,3,0,3,4,430583.49 ,4579502.49,2.168929,41.362194
2016S003833    ,-1,Desconegut,-1,Desconegut,-1,A / Número 3                                      ,Desconegut,Dijous,Dj,Laboral,2016,5,Maig,19,12,Matí,No és causa del  vianant,0,1,0,1,1,428020.43 ,4576283.26,2.138671,41.332974
2016S003848    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,226400,Las Navas de Tolosa,0293 0293,Dijous,Dj,Laboral,2016,5,Maig,19,16,Tarda,No és causa del  vianant,0,1,0,1,2,432113.76,4585394.94,2.186554,41.415388
2016S003418    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,346402,Trinxant,0014 0014,Dimecres,Dc,Laboral,2016,5,Maig,4,16,Tarda,No és causa del  vianant,0,1,0,1,2,432108.45,4585245.88,2.186511,41.414045
2016S007530    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,346402,Trinxant,0014 0014,Dimarts,Dm,Laboral,2016,10,Octubre,4,11,Matí,No és causa del  vianant,0,1,0,1,2,432108.45,4585245.88,2.186511,41.414045
2016S001928    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,134801,Freser,0236 0236,Dijous,Dj,Laboral,2016,3,Març,10,13,Matí,No és causa del  vianant,0,1,0,1,2,431862.29,4585610.32,2.183526,41.417312
2016S004672    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,226400,Las Navas de Tolosa,0337 0337,Dimecres,Dc,Laboral,2016,6,Juny,15,19,Tarda,Creuar per fora pas de vianants,0,2,0,2,1,431954.6,4585556.54,2.184633,41.416833
2016S007350    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,194406,Maragall,0052 0054,Dimarts,Dm,Laboral,2016,9,Setembre,27,18,Tarda,No és causa del  vianant,0,1,0,1,1,431625.93,4585434.72,2.18071,41.415707
2016S000160    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,194406,Maragall,0052 0054,Dijous,Dj,Laboral,2016,1,Gener,7,21,Tarda,No és causa del  vianant,0,1,0,1,2,431625.93,4585434.72,2.18071,41.415707
2016S002044    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,0272 0274,Dilluns,Dl,Laboral,2016,3,Març,14,22,Nit,No és causa del  vianant,0,1,0,1,1,431315.37,4585145.28,2.177034,41.413077
2016S000845    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,0274 0274,Dimarts,Dm,Laboral,2016,2,Febrer,2,19,Tarda,No és causa del  vianant,0,7,0,7,2,431549.59,4585199.49,2.179828,41.413584
2016S004060    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,90502,Còrsega,0634 0634,Divendres,Dv,Laboral,2016,5,Maig,27,7,Matí,No és causa del  vianant,0,1,0,1,2,431394.03,4584846.74,2.178013,41.410391
2016S005290    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,0577 0577,Dimecres,Dc,Laboral,2016,7,Juliol,6,13,Matí,No és causa del  vianant,0,1,0,1,2,431916.67,4584638.84,2.184282,41.408562
2016S007411    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0518 0518,Dijous,Dj,Laboral,2016,9,Setembre,29,12,Matí,No és causa del  vianant,0,1,0,1,2,431675.33,4584558.04,2.181408,41.407821
2016S006466    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0518 0518,Dimarts,Dm,Laboral,2016,8,Agost,23,20,Tarda,No és causa del  vianant,0,2,0,2,2,431675.33,4584558.04,2.181408,41.407821
2016S006560    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0523 0525,Diumenge,Dg,Laboral,2016,8,Agost,28,11,Matí,No és causa del  vianant,0,2,0,2,2,431753.98,4584672.03,2.182328,41.408854
2016S008788    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0535B0535B,Dimarts,Dm,Laboral,2016,11,Novembre,15,22,Nit,No és causa del  vianant,0,1,0,1,2,431797.92,4584713.4,2.18285,41.409227
2016S000435    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,0596 0596,Dimarts,Dm,Laboral,2016,1,Gener,19,7,Matí,Creuar per fora pas de vianants,0,1,0,1,1,431989.06,4584867.9,2.185129,41.410631
2016S003779    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,0601 0601,Dimarts,Dm,Laboral,2016,5,Maig,17,14,Tarda,No és causa del  vianant,0,1,0,1,2,432026.67,4584748.4,2.185585,41.409562
2016S006083    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,134801,Freser,0098 0098,Dimecres,Dc,Laboral,2016,8,Agost,3,15,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,431636.75,4585075.78,2.180883,41.412474
2016S007429    ,10,Sant Martí,65,el Clot,60400,Canonge Rodó,0001 0001,Divendres,Dv,Laboral,2016,9,Setembre,30,9,Matí,No és causa del  vianant,0,1,0,1,3,432192.33,4584745.52,2.187572,41.409549
2016S004637    ,10,Sant Martí,65,el Clot,60400,Canonge Rodó,0008 0008,Dimarts,Dm,Laboral,2016,6,Juny,14,19,Tarda,No és causa del  vianant,0,1,0,1,2,432251.06,4584795.68,2.188272,41.410004
2016S004738    ,10,Sant Martí,65,el Clot,169409,Corts Catalanes,0875 0875,Divendres,Dv,Laboral,2016,6,Juny,17,15,Tarda,No és causa del  vianant,0,1,0,1,2,432627.9,4584587.81,2.192793,41.408163
2016S009950    ,10,Sant Martí,65,el Clot,209900,Meridiana,0190 0192,Dissabte,Ds,Laboral,2016,12,Desembre,24,6,Matí,No és causa del  vianant,0,1,0,1,2,432163.69,4585132.63,2.187181,41.413032
2016S003354    ,10,Sant Martí,65,el Clot,209900,Meridiana,0208 0210,Dilluns,Dl,Laboral,2016,5,Maig,2,18,Tarda,Transitar a peu per la calçada,0,0,1,1,1,432167.52,4585320.81,2.187208,41.414726
2016S007525    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,0619 0619,Dimarts,Dm,Laboral,2016,10,Octubre,4,11,Matí,No és causa del  vianant,0,1,0,1,2,432103.78,4584824.29,2.186498,41.410253
2016S009253    ,10,Sant Martí,65,el Clot,42306,Bilbao,0220X0220X,Dijous,Dj,Laboral,2016,12,Desembre,1,14,Tarda,No és causa del  vianant,0,1,0,1,2,432540.41,4584990.51,2.191708,41.411785
2016S008094    ,10,Sant Martí,72,Sant Martí de Provençals,60807,Cantàbria,0051X0051X,Dilluns,Dl,Laboral,2016,10,Octubre,24,16,Tarda,No és causa del  vianant,0,1,0,1,2,433132.05,4586063.96,2.198672,41.421499
2016S002555    ,10,Sant Martí,65,el Clot,89004,Consell de Cent,0606B0606B,Dilluns,Dl,Laboral,2016,4,Abril,4,17,Tarda,No és causa del  vianant,0,1,0,1,2,432023.59,4584333.67,2.185596,41.405824
2016S003714    ,10,Sant Martí,72,Sant Martí de Provençals,158504,Huelva,0065I0065I,Dissabte,Ds,Laboral,2016,5,Maig,14,17,Tarda,No és causa del  vianant,0,0,0,0,2,432901.52,4585663.11,2.195952,41.417877
2016S005688    ,10,Sant Martí,65,el Clot,105304,Dos de Maig,0208 0208,Dimarts,Dm,Laboral,2016,7,Juliol,19,20,Tarda,No és causa del  vianant,0,2,0,2,2,431862.24,4584351.74,2.183668,41.405972
2016S003838    ,10,Sant Martí,65,el Clot,105304,Dos de Maig,0208 0208,Dijous,Dj,Laboral,2016,5,Maig,19,12,Matí,No és causa del  vianant,0,1,0,1,2,431862.24,4584351.74,2.183668,41.405972
2016S000897    ,10,Sant Martí,65,el Clot,146902,Glòries Catalanes,0017X0017X,Dijous,Dj,Laboral,2016,2,Febrer,4,11,Matí,Desobeir el senyal del semàfor,0,1,0,1,1,432069.63,4584155.03,2.186166,41.404225
2016S008513    ,10,Sant Martí,72,Sant Martí de Provençals,3406,Agricultura,0262 0262,Dimarts,Dm,Laboral,2016,11,Novembre,8,9,Matí,Desobeir el senyal del semàfor,0,0,0,0,1,433233.37,4585816.35,2.199907,41.419282
2016S007433    ,10,Sant Martí,65,el Clot,161101,Independència,0223 0225,Divendres,Dv,Laboral,2016,9,Setembre,30,11,Matí,No és causa del  vianant,0,1,0,1,2,432091.52,4584278.28,2.186416,41.405334
2016S003132    ,10,Sant Martí,65,el Clot,161101,Independència,0265B0265B,Dilluns,Dl,Laboral,2016,4,Abril,25,13,Matí,No és causa del  vianant,0,1,0,1,2,431934.23,4584429.58,2.184521,41.406681
2016S008198    ,10,Sant Martí,65,el Clot,18505,Aragó,0594 0594,Dijous,Dj,Laboral,2016,10,Octubre,27,16,Tarda,No és causa del  vianant,0,2,0,2,2,432188.79,4584671.88,2.187532,41.408882
2016S000154    ,10,Sant Martí,72,Sant Martí de Provençals,15201,Andrade,0132 0132,Divendres,Dv,Laboral,2016,1,Gener,8,7,Matí,No és causa del  vianant,0,1,0,1,2,433260.7,4585363.67,2.200281,41.415205
2016S000455    ,10,Sant Martí,72,Sant Martí de Provençals,30409,Bac de Roda,0178 0178,Dimarts,Dm,Laboral,2016,1,Gener,19,20,Tarda,No és causa del  vianant,0,1,0,1,2,433011.99,4585093.22,2.197331,41.412752
2016S007557    ,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,0060 0060,Dimecres,Dc,Laboral,2016,10,Octubre,5,15,Tarda,No és causa del  vianant,0,1,0,1,2,432977.18,4585446.75,2.196885,41.415929
2016S001348    ,10,Sant Martí,73,la Verneda i la Pau,60807,Cantàbria,0071 0071,Dissabte,Ds,Laboral,2016,2,Febrer,20,14,Tarda,No és causa del  vianant,0,0,0,0,1,433123.02,4586300.49,2.198538,41.423633
2016S007809    ,10,Sant Martí,72,Sant Martí de Provençals,3406,Agricultura,0260 0260,Divendres,Dv,Laboral,2016,10,Octubre,14,8,Matí,No és causa del  vianant,0,1,0,1,1,433302.68,4585756.57,2.20074,41.418748
2016S008261    ,10,Sant Martí,73,la Verneda i la Pau,86200,Concili de Trento,0284 0284,Dissabte,Ds,Laboral,2016,10,Octubre,29,6,Matí,No és causa del  vianant,0,0,0,0,4,433727.74,4586005.66,2.205798,41.421026
2016S002818    ,10,Sant Martí,73,la Verneda i la Pau,318906,Santander,0057 0061,Dijous,Dj,Laboral,2016,4,Abril,14,9,Matí,No és causa del  vianant,0,1,0,1,2,433415.11,4586758.7,2.201981,41.427782
2016S008260    ,10,Sant Martí,73,la Verneda i la Pau,318906,Santander,0063 0063,Dissabte,Ds,Laboral,2016,10,Octubre,29,5,Nit,No és causa del  vianant,0,2,0,2,2,433490.77,4586875.02,2.202866,41.428842
2016S004890    ,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa,0108 0108,Dimarts,Dm,Laboral,2016,6,Juny,21,18,Tarda,No és causa del  vianant,0,1,0,1,1,433395.88,4585855.58,2.201842,41.419647
2016S009547    ,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa,0110 0110,Dilluns,Dl,Laboral,2016,12,Desembre,12,18,Tarda,No és causa del  vianant,0,1,0,1,1,433413.24,4585872.64,2.202055,41.419802
2016S005970    ,10,Sant Martí,70,el Besòs i el Maresme,165408,Jaume Fabre,0001 0001,Divendres,Dv,Laboral,2016,7,Juliol,29,16,Tarda,No és causa del  vianant,0,1,0,1,2,434651.99,4585174.61,2.216944,41.413617
2016S004357    ,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa,0141 0143,Dissabte,Ds,Laboral,2016,6,Juny,4,19,Tarda,No és causa del  vianant,0,1,0,1,1,433670.74,4586183.07,2.205096,41.422624
2016S002682    ,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim,0006 0006,Divendres,Dv,Laboral,2016,4,Abril,8,19,Tarda,No és causa del  vianant,0,0,0,0,2,434819.14,4584988.95,2.218974,41.411955
2016S003716    ,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim,0018 0018,Dissabte,Ds,Laboral,2016,5,Maig,14,18,Tarda,No és causa del  vianant,0,0,1,1,1,434696.59,4585113.04,2.217489,41.413071
2016S006832    ,10,Sant Martí,70,el Besòs i el Maresme,701266,Litoral (Llobregat),580000,Dijous,Dj,Laboral,2016,9,Setembre,8,17,Tarda,No és causa del  vianant,0,0,0,0,2,434871.49,4584474.96,2.219651,41.40733
2016S006994    ,10,Sant Martí,70,el Besòs i el Maresme,195409,Maresme,0108 0110,Dimecres,Dc,Laboral,2016,9,Setembre,14,22,Nit,No és causa del  vianant,0,2,0,2,2,434227.88,4585373.55,2.211849,41.415375
2016S006817    ,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim,0092 0092,Dimecres,Dc,Laboral,2016,9,Setembre,7,20,Tarda,No és causa del  vianant,0,1,0,1,2,434329.4,4585486.73,2.213057,41.416401
2016S008303    ,10,Sant Martí,70,el Besòs i el Maresme,701414,C-31,20870000,Dilluns,Dl,Laboral,2016,10,Octubre,31,9,Matí,No és causa del  vianant,0,1,0,1,1,434220.18,4586088.06,2.211688,41.421814
2016S004566    ,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim,0154U0154U,Dissabte,Ds,Laboral,2016,6,Juny,11,13,Matí,No és causa del  vianant,0,1,0,1,2,434041.53,4585790.06,2.209578,41.419115
2016S000179    ,10,Sant Martí,70,el Besòs i el Maresme,186703,Llull,0377 0377B,Divendres,Dv,Laboral,2016,1,Gener,8,22,Nit,No és causa del  vianant,0,1,0,1,2,434467.95,4584886.01,2.214774,41.411008
2016S004784    ,10,Sant Martí,70,el Besòs i el Maresme,186703,Llull,0377 0377B,Dissabte,Ds,Laboral,2016,6,Juny,18,21,Tarda,No és causa del  vianant,0,1,0,1,2,434467.95,4584886.01,2.214774,41.411008
2016S000333    ,10,Sant Martí,71,Provençals del Poblenou,94300,Cristóbal de Moura,0163 0163,Divendres,Dv,Laboral,2016,1,Gener,15,8,Matí,No és causa del  vianant,0,1,0,1,2,434016.61,4585167.89,2.209347,41.413502
2016S006662    ,10,Sant Martí,71,Provençals del Poblenou,143609,Josep Pla,0125 0125,Dijous,Dj,Laboral,2016,9,Setembre,1,16,Tarda,No és causa del  vianant,0,1,0,1,2,433998.94,4585194.03,2.209129,41.413744
2016S000493    ,10,Sant Martí,71,Provençals del Poblenou,144601,Diagonal,0098 0100,Dijous,Dj,Laboral,2016,1,Gener,21,7,Matí,No és causa del  vianant,0,1,0,1,3,433734.49,4584596.52,2.206036,41.408336
2016S009073    ,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,0932 0932,Divendres,Dv,Laboral,2016,11,Novembre,25,15,Tarda,No és causa del  vianant,0,1,0,1,1,432761.97,4584612.09,2.194394,41.408399
2016S005207    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20750000,Diumenge,Dg,Laboral,2016,7,Juliol,3,21,Tarda,No és causa del  vianant,0,2,0,2,2,433366.47,4585249.15,2.201561,41.414187
2016S009096    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20750000,Dissabte,Ds,Laboral,2016,11,Novembre,26,6,Matí,No és causa del  vianant,0,1,0,1,2,433366.47,4585249.15,2.201561,41.414187
2016S009472    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20750000,Divendres,Dv,Laboral,2016,12,Desembre,9,19,Tarda,No és causa del  vianant,0,1,0,1,2,433366.47,4585249.15,2.201561,41.414187
2016S009464    ,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,0073 0073,Divendres,Dv,Laboral,2016,12,Desembre,9,13,Matí,No és causa del  vianant,0,3,0,3,2,432813.65,4584553.31,2.195022,41.407872
2016S001712    ,10,Sant Martí,71,Provençals del Poblenou,249304,Pere IV,0423 0425,Dijous,Dj,Laboral,2016,3,Març,3,16,Tarda,No és causa del  vianant,0,1,0,1,1,433732.91,4585220.45,2.205944,41.413956
2016S003437    ,10,Sant Martí,71,Provençals del Poblenou,249304,Pere IV,0429 0431,Dijous,Dj,Laboral,2016,5,Maig,5,7,Matí,No és causa del  vianant,0,1,0,1,2,433758.6,4585262.14,2.20625,41.414336
2016S005331    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20660000,Dijous,Dj,Laboral,2016,7,Juliol,7,16,Tarda,No és causa del  vianant,0,1,0,1,2,432719.59,4584620.76,2.19389,41.408468
2016S001556    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20660000,Dissabte,Ds,Laboral,2016,2,Febrer,27,6,Matí,No és causa del  vianant,0,2,0,2,1,432719.59,4584620.76,2.19389,41.408468
2016S004803    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20660000,Diumenge,Dg,Laboral,2016,6,Juny,19,18,Tarda,No és causa del  vianant,0,5,0,5,3,432719.59,4584620.76,2.19389,41.408468
2016S009805    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20660000,Dimarts,Dm,Laboral,2016,12,Desembre,20,0,Nit,No és causa del  vianant,0,2,0,2,2,432719.59,4584620.76,2.19389,41.408468
2016S009999    ,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,0250 0250,Dilluns,Dl,Laboral,2016,12,Desembre,26,14,Tarda,No és causa del  vianant,0,1,0,1,2,433658.22,4585334.74,2.205046,41.414976
2016S000527    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20710000,Dijous,Dj,Laboral,2016,1,Gener,21,20,Tarda,No és causa del  vianant,0,1,0,1,2,433081.94,4584971.32,2.198182,41.411659
2016S009553    ,10,Sant Martí,71,Provençals del Poblenou,30409,Bac de Roda,0119X0119X,Dilluns,Dl,Laboral,2016,12,Desembre,12,14,Tarda,No és causa del  vianant,0,1,0,1,2,433418.02,4584638.64,2.202251,41.408688
2016S006981    ,10,Sant Martí,71,Provençals del Poblenou,200600,Marroc,0001 0003,Dimecres,Dc,Laboral,2016,9,Setembre,14,15,Tarda,No és causa del  vianant,0,1,0,1,2,433046.26,4584390.23,2.197828,41.406423
2016S005972    ,10,Sant Martí,71,Provençals del Poblenou,42306,Bilbao,0165 0165,Divendres,Dv,Laboral,2016,7,Juliol,29,16,Tarda,No és causa del  vianant,0,2,0,2,2,432961.39,4584533.05,2.196795,41.407704
2016S003152    ,10,Sant Martí,71,Provençals del Poblenou,30409,Bac de Roda,0157 0159,Dissabte,Ds,Laboral,2016,3,Març,5,10,Matí,No és causa del  vianant,0,1,0,1,3,433126.16,4584930.43,2.198725,41.411294
2016S006883    ,10,Sant Martí,71,Provençals del Poblenou,144601,Diagonal,0172X0172X,Dissabte,Ds,Laboral,2016,9,Setembre,10,14,Tarda,No és causa del  vianant,0,1,0,1,1,432834.1,4584305.74,2.195301,41.40564
2016S003459    ,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,1068 1070,Dijous,Dj,Laboral,2016,5,Maig,5,17,Tarda,No és causa del  vianant,0,1,0,1,1,433508.55,4585339.91,2.20325,41.415009
2016S008176    ,10,Sant Martí,71,Provençals del Poblenou,253902,Perú,0082 0082,Dimecres,Dc,Laboral,2016,10,Octubre,26,21,Tarda,No és causa del  vianant,0,1,0,1,2,432905.83,4584584.1,2.19612,41.408159
2016S006496    ,10,Sant Martí,71,Provençals del Poblenou,42306,Bilbao,0181 0185,Dijous,Dj,Laboral,2016,8,Agost,25,16,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,432872.16,4584623.39,2.19572,41.408507
2016S007785    ,10,Sant Martí,68,el Poblenou,55501,Calvell,0019 0021,Dijous,Dj,Laboral,2016,10,Octubre,13,10,Matí,No és causa del  vianant,0,1,0,1,2,433742.18,4583407.06,2.206262,41.397627
2016S005949    ,10,Sant Martí,68,el Poblenou,700667,Jaume Vicens i Vives,0004 0004,Divendres,Dv,Laboral,2016,7,Juliol,29,0,Nit,No és causa del  vianant,0,1,0,1,1,433416.42,4582945.44,2.202413,41.393439
2016S005835    ,10,Sant Martí,68,el Poblenou,270901,Pujades,0128 0128,Dilluns,Dl,Laboral,2016,7,Juliol,25,9,Matí,No és causa del  vianant,0,0,0,0,1,432951.94,4583521.85,2.196788,41.398589
2016S010075    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,20830000,Dijous,Dj,Laboral,2016,12,Desembre,29,14,Tarda,No és causa del  vianant,0,2,0,2,2,433936.57,4585808.01,2.20832,41.419269
2016S001270    ,10,Sant Martí,68,el Poblenou,29206,Àvila,0042 0046,Dijous,Dj,Laboral,2016,2,Febrer,18,12,Matí,No és causa del  vianant,0,1,0,1,2,432966.39,4583219.85,2.197001,41.39587
2016S006794    ,10,Sant Martí,68,el Poblenou,367504,Doctor Trueta,0139 0139,Dimecres,Dc,Laboral,2016,9,Setembre,7,12,Matí,No és causa del  vianant,0,1,0,1,2,433144.27,4583183.38,2.199134,41.39556
2016S008916    ,10,Sant Martí,68,el Poblenou,183705,Llacuna,0013 0013,Dissabte,Ds,Laboral,2016,11,Novembre,19,19,Tarda,No és causa del  vianant,0,1,0,1,5,433636.09,4583316.84,2.205004,41.396799
2016S007282    ,10,Sant Martí,68,el Poblenou,270901,Pujades,0166 0166,Divendres,Dv,Laboral,2016,9,Setembre,23,18,Tarda,No és causa del  vianant,0,1,0,1,2,433168.68,4583730,2.19936,41.400489
2016S008799    ,10,Sant Martí,68,el Poblenou,115603,Espronceda,0126 0126,Dimecres,Dc,Laboral,2016,11,Novembre,16,11,Matí,No és causa del  vianant,0,1,0,1,2,433475.53,4584418.83,2.202957,41.406711
2016S006671    ,10,Sant Martí,68,el Poblenou,242906,Pallars,0225 0225,Divendres,Dv,Laboral,2016,9,Setembre,2,10,Matí,No és causa del  vianant,0,1,0,1,2,433180.33,4583969.54,2.199477,41.402643
2016S003636    ,10,Sant Martí,68,el Poblenou,701265,Litoral (Besòs),710000,Dimecres,Dc,Laboral,2016,5,Maig,11,21,Tarda,No és causa del  vianant,0,1,0,1,2,433984.65,4583519.18,2.209144,41.398656
2016S003995    ,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),740000,Divendres,Dv,Laboral,2016,5,Maig,20,7,Matí,No és causa del  vianant,0,1,0,1,2,433827.82,4583265.73,2.207294,41.396355
2016S004339    ,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),760000,Dissabte,Ds,Laboral,2016,6,Juny,4,1,Nit,No és causa del  vianant,0,0,0,0,1,433689.13,4583118.93,2.20566,41.39502
2016S003360    ,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),780000,Dimarts,Dm,Laboral,2016,5,Maig,3,8,Matí,No és causa del  vianant,0,1,0,1,2,433545.58,4582976.4,2.203953,41.393729
2016S001854    ,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),790000,Dimarts,Dm,Laboral,2016,3,Març,8,15,Tarda,No és causa del  vianant,0,1,0,1,2,433473.3,4582905.96,2.203099,41.393084
2016S008999    ,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),790000,Dimecres,Dc,Laboral,2016,11,Novembre,23,14,Tarda,No és causa del  vianant,0,1,0,1,2,433473.3,4582905.96,2.203099,41.393084
2016S000920    ,10,Sant Martí,68,el Poblenou,183603,Llacuna,0140X0140X,Dijous,Dj,Laboral,2016,2,Febrer,4,19,Tarda,No és causa del  vianant,0,0,1,1,1,432718.25,4584240.6,2.193921,41.405045
2016S007292    ,10,Sant Martí,68,el Poblenou,42306,Bilbao,0067 0069,Divendres,Dv,Laboral,2016,9,Setembre,16,6,Matí,No és causa del  vianant,0,1,0,1,1,433475.02,4584016.39,2.203001,41.40309
2016S008434    ,10,Sant Martí,68,el Poblenou,249304,Pere IV,0209 0211,Divendres,Dv,Laboral,2016,11,Novembre,4,21,Tarda,No és causa del  vianant,0,2,0,2,2,433200.46,4584274.29,2.199683,41.405391
2016S005623    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,144601,Diagonal,0059 0059,Dissabte,Ds,Laboral,2016,7,Juliol,16,20,Tarda,No és causa del  vianant,0,1,0,1,2,433984.39,4584620.05,2.209024,41.408573
2016S008931    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,242906,Pallars,0366X0366X,Diumenge,Dg,Laboral,2016,11,Novembre,20,19,Tarda,No és causa del  vianant,0,1,0,1,2,433826.17,4584565.35,2.20714,41.408064
2016S004179    ,10,Sant Martí,68,el Poblenou,270901,Pujades,0261 0263,Dimarts,Dm,Laboral,2016,5,Maig,31,13,Matí,No és causa del  vianant,0,1,0,1,2,433621.25,4584213.85,2.204726,41.404877
2016S004614    ,10,Sant Martí,68,el Poblenou,270901,Pujades,0211B0211B,Dimarts,Dm,Laboral,2016,6,Juny,14,0,Nit,No és causa del  vianant,0,3,0,3,2,433458.16,4584067.69,2.202792,41.403548
2016S004115    ,10,Sant Martí,68,el Poblenou,270901,Pujades,0250 0250,Diumenge,Dg,Laboral,2016,5,Maig,29,11,Matí,No és causa del  vianant,0,1,0,1,2,433554.89,4584108.05,2.203936,41.403926
2016S004324    ,10,Sant Martí,68,el Poblenou,110009,Ramon Turró,0247 0247,Divendres,Dv,Laboral,2016,6,Juny,3,18,Tarda,No és causa del  vianant,0,4,0,4,2,433754.22,4583963.29,2.206345,41.402636
2016S010089    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,322608,Selva de Mar,0042X0042X,Dijous,Dj,Laboral,2016,12,Desembre,29,21,Tarda,No és causa del  vianant,0,2,0,2,2,434043.95,4584613.46,2.209731,41.408514
2016S004254    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,249304,Pere IV,0115 0115,Dijous,Dj,Laboral,2016,6,Juny,2,9,Matí,No és causa del  vianant,0,2,0,2,2,432839.01,4583701.09,2.195428,41.4002
2016S004131    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,29206,Àvila,0144 0144,Diumenge,Dg,Laboral,2016,5,Maig,29,19,Tarda,No és causa del  vianant,0,1,0,1,2,432414.29,4583789.56,2.190334,41.400957
2016S009853    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),670000,Dimecres,Dc,Laboral,2016,12,Desembre,21,11,Matí,No és causa del  vianant,0,1,0,1,2,434241.83,4583823.22,2.212185,41.401415
